location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Kathmandu,40000000,7,8,4,2075,4 Aana,14 Feet ,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,21500000,5,5,3,2076,3.5 Aana,13 Feet ,"Sundarbasti, Bhangal, Kathmandu"
Kathmandu,34500000,6,3,2,2000,4 Aana,0 Feet,"66/51, Janasahayog Marga, Baneshwor, Kathmandu"
Kathmandu,70000000,4,4,2,2064,16 Aana,14 Feet ,"Dhapasi, Basundhara, Kathmandu"
Kathmandu,55000000,0,0,N/A,N/A,6.2 Aana,10 Meter ,"Fireflies Hostel, Paknajol, Kathmandu"
Kathmandu,65000000,5,5,3,2069,15 Aana,14 Feet ,"na, Budhanilkantha, Kathmandu"
Kathmandu,62000000,7,7,3,2074,8 Aana,13 Feet ,"Dhumbarahi, Dhumbarahi, Kathmandu"
Kathmandu,5800000,0,2,2,2060,10 Aana,18 Feet ,"Lampokhari Chowk, Chabahil, Kathmandu"
Lalitpur,150000,3,4,3,2019,0-5-2-0 Aana,14 Feet ,"THADODHUNGA, Jhamsikhel, Lalitpur"
Kathmandu,35000,4,3,N/A,N/A,4/2/2 Aana,12 Feet ,"Jorpati opposite to Makalbari, Gokarneshwor, Kathmandu"
Kathmandu,25500000,0,0,3.5,2070,0-4-2-0 Aana,13 Feet ,"sitapaila, Bafal, Kathmandu"
Kathmandu,13500000,0,0,N/A,N/A,0-2-2-0 Aana,12 Feet ,"jharankhu, Dharmasthali, Kathmandu"
Lalitpur,28000000,0,0,N/A,N/A,0-5-3-0 Aana,20 Feet,"Harisiddhi, Harisiddhi, Lalitpur"
Kathmandu,20000000,0,0,0,2076,3 Aana,14 Feet ,"Ganesthan, Gongabu, Kathmandu"
Kathmandu,67500000,4,4,2,N/A,0-14-0-0 Aana,15 Feet ,"Buddha Colony, Budhanilkantha, Kathmandu"
Kathmandu,32500000,4,4,2,2076,0-5.5-0-0 Aana,15 Feet ,"Pasikot, Budhanilkantha, Kathmandu"
Kathmandu,35000000,4,4,2,2073,0-7-0-0 Aana,15 Feet ,"SundarBasti, Golfutar, Kathmandu"
Kathmandu,31000000,4,4,2,2076,0-4.2-0-0 Aana,14 Feet ,"budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,32500000,4,4,2,2076,0-3.3-0-0 Aana,18 Feet ,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,20000000,4,4,3,2074,0-3.1-0-0 Aana,15 Feet ,"Mandikatar, Mandikatar, Kathmandu"
Kathmandu,35000000,2,3,N/A,N/A,0-4.5-0-0 Aana,15 Feet ,"sukedhara, Sukedhara, Kathmandu"
Kathmandu,32500000,4,3,3,N/A,0-4-0-0 Aana,30 Feet ,"Golfutar, Golfutar, Kathmandu"
Kathmandu,22000000,10,0,3,N/A,5 Aana,15 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,35000000,4,4,3,2076,0-6-0-0 Aana,33 Feet ,"Rudreshwor, Budhanilkantha, Kathmandu"
Kathmandu,26000000,0,0,3,2076,4 Aana,12 Feet ,"Tokha, Kathmandu, Tokha, Kathmandu"
Kathmandu,26500000,0,0,3,N/A,4 Aana,14 Feet ,"Dhaneshwore, Baniyatar, Kathmandu"
Kathmandu,11500000,0,0,N/A,N/A,0-3-2-0 Aana,13 Feet ,"dauradipo haiway, Thankot, Kathmandu"
Kathmandu,60000000,0,0,4,N/A,5.1 Aana,0 Feet,"Trishakti Petrol Pump, Balkhu, Kathmandu"
Kathmandu,37000000,7,6,4,2016,0-5-0-0 Aana,16 Feet ,"Banasthali, Banasthali, Kathmandu"
Kathmandu,13200000,4,2,0,2074,3-5 Sq. Feet,13 Feet ,"Tokha, Kathmandu, Tokha, Kathmandu"
Kathmandu,1200000,0,0,N/A,N/A,8 Aana,20 Feet ,"ramkot, Ramkot, Kathmandu"
Makwanpur,16000000,0,0,N/A,N/A,8 Dhur,15 Feet,"Rai Tol, Hetauda, Makwanpur"
Kathmandu,900000,0,0,N/A,N/A,3 Aana,10 Feet ,"Lolang, Balaju, Kathmandu"
Morang,200000,0,0,N/A,N/A,12 Dhur,15 Feet,"Jhorahat Bazar, Biratnagar, Morang"
Bhaktapur,27000000,16,3,3,N/A,6 Aana,13 Feet ,"Lokanthali, Lokanthali, Bhaktapur"
Dang,250000,0,0,N/A,N/A,6-17-0-0 Bigha,0 Feet,"Ghorai, Bijauri, Dang"
Chitwan,50000000,0,0,N/A,N/A,2 Kattha,6 Meter ,"Bhojad, Bharatpur, Chitwan"
Bhaktapur,1800000,0,0,N/A,N/A,0-3-3-0 Aana,10 Feet ,"Sirutar, Suryabinayak, Bhaktapur"
Lalitpur,3700000,0,0,N/A,N/A,5 Aana,40 Feet ,"Ochu Height, Imadol, Lalitpur"
Kirtipur,15000000,0,2,3,N/A,5.5 aana Aana,12 Feet,"Kirtipur, Bhatkyapati, Machhegaun, Kirtipur"
Makwanpur,2500000,0,0,N/A,N/A,10 Kattha,25 Feet ,"bagmati gaupalika, Hetauda, Makwanpur"
Lalitpur,6500000,2,1,2,N/A,3 Aana,5 Feet ,"Changathali, Imadol, Lalitpur"
Kathmandu,27500000,7,0,3,2019,4.5 Aana,13 Feet ,"House, Ekatabasti, Kathmandu"
Kathmandu,18000000,6,4,3,2019,3 Aana,13 Feet ,"Golfutar, Golfutar, Kathmandu"
Kathmandu,32000000,8,4,N/A,N/A,0-3-1-0 Aana,0 Feet,"Rayamajhi, Naya Bazar, Kathmandu"
Lalitpur,3000000,0,0,0,N/A,5 Sq. Feet,12 Feet ,"Satdobato Godawari highway, Harisiddhi, Lalitpur"
Lalitpur,38500000,4,4,3,2019,0-5-2-2 Aana,13 Feet ,"kusunti, Kusunti, Lalitpur"
Kathmandu,35000000,4,4,4,2019,4 Aana,22 Feet ,"638, Greenhill city, Mulpani, Kathmandu"
Lalitpur,235000,3,3,10,N/A,1788 Sq. Feet,20 Feet ,"Sanepa, Sanepa, Lalitpur"
Kathmandu,18200000,0,0,N/A,N/A,0-3-0-0 Aana,13 Feet ,"akatabasti, Kapan, Kathmandu"
Kathmandu,13500000,4,3,3,2019,2.5 Aana,13 Feet ,"Harharmahadev, Pepsicola, Kathmandu"
Sunsari,600000,0,0,N/A,N/A,18 Dhur,20 Feet ,"Itahari, Itahari, Sunsari"
Lalitpur,18000,2,1,N/A,N/A,900 Sq. Feet,15 Feet ,"Kantipur Engineering College, Dhapakhel, Lalitpur"
Biratnagar,8000000,3,1,2,N/A,9 Dhur,13 Feet ,"Tintoliya, DDC Chowk, Biratnagar"
Lalitpur,60000,3,3,N/A,N/A,0-3-2-0 Aana,13 Feet ,"Nirankari mandala, Hattiban, Lalitpur"
Butwal,2500000,0,0,N/A,N/A,18/32 Haat,15 Feet ,"Manglapur Chowk, Butwal, Butwal"
Chitwan,7500000,2,1,1,2072,6 Dhur,6 Meter ,"Bhojad, Bharatpur, Chitwan"
Kathmandu,5700000,0,0,N/A,N/A,0-6-3-0 Aana,24 Feet ,"Dhumbarahi, Dhumbarahi, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,3 Aana,13 Feet ,"Goldhunga, Goldhunga, Kathmandu"
Kathmandu,50000,0,0,N/A,N/A,0-2-2-0 Aana,11 Feet ,"Lal Durbar marg, Durbar Marg, Kathmandu"
Kathmandu,1150000,0,0,N/A,N/A,0-8-0-0 Aana,13 Feet ,"Chandragiri Cable Car, Thankot, Kathmandu"
Kathmandu,32500000,6,5,3,2076,0-7-0-0 Sq. Feet,12 Feet ,"Adhikari mod, Aakase dhara, Kapan, Kathmandu"
Bhaktapur,85000,0,0,3,2019,12 Aana,12 Feet ,"27.6845464, Balkot, Bhaktapur"
Kathmandu,1050000,0,0,N/A,N/A,0-7-2-0 Aana,13 Feet ,"Chandragiri Cable Car, Thankot, Kathmandu"
Kathmandu,18000000,0,3,3,N/A,0-3-1-1 Aana,9 Feet ,"House No 21 Satapatri Tole, Battisputali, Kathmandu"
Kathmandu,3000000,0,0,0,N/A,0-15-1-1 Sq. Feet,10 Feet ,"chalnakhel 1 kha, Kirtipur, Kathmandu"
Kathmandu,20000000,0,0,0,N/A,0-10-2-0 Sq. Feet,30 Feet ,"Teku, Kathmandu, Teku, Kathmandu"
Lalitpur,14500000,0,0,N/A,N/A,3 Aana,13 Feet ,"Sanogaun, Sano Gaun, Lalitpur"
Kathmandu,1900000,0,0,N/A,N/A,5 Aana,12 Feet ,"Rarahil Memorial School, Kirtipur, Kathmandu"
Pokhara,11000000,0,0,N/A,N/A,20*40 Haat,15 Feet ,"Bajhapatan, Pokhara, Pokhara"
Kathmandu,45000000,0,0,N/A,N/A,8 Aana,15 Feet ,"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu"
Kathmandu,49500000,0,0,N/A,N/A,9 Aana,15 Feet ,"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu"
Lalitpur,70000000,3,3,2,2050,0-10-0-0 Aana,20 Feet ,"Khumaltar Height, Satdobato, Lalitpur"
Kathmandu,70000000,4,3,3,2049,0-9-2-0 Aana,20 Feet ,"Shantingar Gate, Shantinagar, Kathmandu"
Kathmandu,4300000,0,0,N/A,N/A,9 Aana,9 Feet ,"31, Chhauni, Kathmandu"
Lalitpur,25000000,3,5,N/A,N/A,0-4-0-0 Aana,20 Feet ,"Lower Sanepa, Sanepa, Lalitpur"
Lalitpur,16000000,16,4,4,2063,4 Aana,10 Feet ,"imadol 2, Lalitpur, Imadol, Lalitpur"
Lalitpur,13500000,3,9,3,2076,0-2-3-0 Aana,10 Feet ,"Sanogaun, Imadol, Lalitpur"
Lalitpur,12000000,2,1,1,N/A,0-3-0-1 Aana,12 Feet ,"Sana Gaun, Imadol, Lalitpur"
Lalitpur,2700000,0,0,N/A,N/A,0-6-2-0 Aana,16 Feet ,"sainbu sital colony, Bhaisepati, Lalitpur"
Kathmandu,27800000,6,3,3,2019,5 Aana,13 Feet ,"House, Mandikatar, Kathmandu"
Lalitpur,36000000,3,3,N/A,2065,0-6-2-0 Aana,20 Feet ,"Civil Homes, Dhapakhel, Lalitpur"
Kathmandu,3800000,0,0,N/A,N/A,5-0-0-0 Ropani,20 Feet ,"Golfutar basketball ground, Golfutar, Kathmandu"
Lalitpur,180000,5,0,N/A,N/A,0-5-0 Aana,14 Feet ,"maitry marg Bakhundole, Bakhundol, Lalitpur"
Kathmandu,100000000,8,9,4,2065,0-13-2-0 Aana,13 Feet ,"Ghattekulo, Ghattekulo, Kathmandu"
Kathmandu,60000000,6,3,N/A,2050,0-8-5-0 Aana,20 Feet ,"Bhimsengola, Old Baneshwor, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,0-4-3-2 Aana,20 Feet ,"Raniban, Raniban, Kathmandu"
Kathmandu,65000000,5,5,3,2075,15 Aana,13 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,56000000,6,6,3,2074,10 Aana,20 Feet ,"NA, Golfutar, Kathmandu"
Kathmandu,44500000,6,5,3,2076,8.1 Aana,15 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,85000000,5,5,N/A,N/A,17 Aana,13 Feet ,"NA, Hattigauda, Kathmandu"
Kathmandu,38000000,0,0,N/A,N/A,0-8-0-0 Aana,13 Feet ,"Machha Pokhari, Balaju, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,0-7-0-0 Aana,16 Feet ,"thapagaun, Kalanki, Kathmandu"
Kathmandu,1375000,0,0,N/A,N/A,0-4-0-0 Aana,13 Feet ,"Chandragiri Cable Car, Chandragiri, Kathmandu"
Kathmandu,1450000,0,0,N/A,N/A,0-4-0-0 Aana,13 Feet ,"chekpost thankot, Thankot, Kathmandu"
Kathmandu,19000000,8,0,3,N/A,0-3-0-2 Aana,10 Feet ,"Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu"
Kathmandu,50000,6,3,2,2018,0-6-2-0 Aana,10 Feet ,"Chamunda Road Besigaun, Jorpati, Kathmandu"
Kathmandu,1700000,0,0,N/A,N/A,0-6-2-0 Aana,14 Feet ,"Trivuban Park, Thankot, Kathmandu"
Kathmandu,7500000,3,1,1,N/A,0-2-2-0 Aana,4 Feet ,"Kadaghari, Kadaghari, Kathmandu"
Kathmandu,47500000,5,4,N/A,2070,0-8-0-0 Aana,20 Feet ,"Hepali Near Golfutar, Budhanilkantha, Kathmandu"
Kathmandu,25000000,3,3,N/A,N/A,0-4-0-0 Aana,20 Feet ,"Grende Villa, Dhapasi, Kathmandu"
Lalitpur,22500000,7,2,3,N/A,0-3-3-2 Aana,13 Feet ,"Krishna Mandir, Imadol, Lalitpur"
Lalitpur,35000000,5,4,N/A,2069,0-6-0-0 Aana,20 Feet ,"Southern Heights Housing, Thaiba, Lalitpur"
Kathmandu,1300000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Pachdhara, Swayambhu, Kathmandu"
Kathmandu,50000000,7,4,2,2076,0-7-0-0 Aana,10 Feet ,"Katyayani Temple, Mid Baneshwor, Kathmandu"
Lalitpur,4000000,0,0,N/A,N/A,0-5-2-0 Aana,12 Feet ,"Chakupat, Chakupat, Lalitpur"
Kathmandu,25000000,7,5,4,2019,3 Aana,13 Feet ,"Boharatar, Balaju, Kathmandu"
Kathmandu,16500000,0,0,2,2076,0-3-0-1 Aana,14 Feet ,"Syuchatar, Syuchatar, Kathmandu"
Kathmandu,46000000,5,4,N/A,2074,0-7-0-0 Aana,13 Feet ,"Museum Marga, Chhauni, Kathmandu"
Bhaktapur,30000000,5,4,3,N/A,0-7-2-0 Aana,15 Feet ,"Kausaltar, Kausaltar, Bhaktapur"
Bhaktapur,1700000,0,0,N/A,N/A,0-4-3-1 Aana,20 Feet ,"Sirutar, Bhaktapur, Bhaktapur"
Kathmandu,3300000,0,0,N/A,N/A,0-5-2-0 Aana,8 Meter,"Green Hill City, Mulpani, Kathmandu"
Jhapa,330000,0,0,N/A,N/A,10 Dhur,13 Feet ,"Damak, Damak, Jhapa"
Kathmandu,7000000,0,0,N/A,N/A,4 Aana,20 Feet ,"Gongabu, Gongabu, Kathmandu"
Kathmandu,28000000,2,4,3,N/A,5 Aana,13 Feet ,"Neuro Hospital, Basbari, Kathmandu"
Kathmandu,35000000,0,0,N/A,N/A,0-3-5-0 Aana,13 Feet ,"MId Baneshwor, Mid Baneshwor, Kathmandu"
Kathmandu,49000000,0,0,N/A,N/A,0-4-2-0 Aana,12 Feet ,"Thapagaun, Thapagaun, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,4/4/5/5/6 Aana,20 Feet ,"Maipi, Samakhusi, Kathmandu"
Kathmandu,20000,2,1,3,2018,0-6-0-0 Aana,13 Feet ,"Shree ram chowk,, Pasikot, Kathmandu"
Parsa,350000,0,0,N/A,N/A,26 Dhur,26 Feet ,"Medical College Road, Birgunj, Parsa"
Kathmandu,21500000,5,5,3,2076,3.5 Aana,13 Feet ,"Sundarbasti, Bhangal, Kathmandu"
Kathmandu,3900000,0,0,N/A,N/A,8 Aana,15 Feet ,"Greenland Chok, Tokha, Kathmandu"
Kathmandu,6700000,0,0,N/A,N/A,4 Aana,33 Feet,"NA, Golfutar, Kathmandu"
Kathmandu,25500000,7,5,3,2076,5 Aana,20 Feet ,"Srijana Tole, Budhanilkantha, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,0-8-0-0 Aana,15 Feet ,"Budhanilkantha Villa, Budhanilkantha, Kathmandu"
Kathmandu,16500000,8,0,N/A,N/A,0-3-0-1 Aana,13 Feet ,"Gothatar, Gothatar, Kathmandu"
Kathmandu,22000000,11,0,N/A,N/A,0-3-5-0 Aana,13 Feet ,"Sundara Basti, Bhangal, Kathmandu"
Bhaktapur,10500000,0,0,N/A,N/A,4 Aana,10 Feet ,"Thathali, Changunarayan, Bhaktapur"
Kathmandu,2200000,0,0,N/A,N/A,0-9-2-0 Aana,18 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,5000000,0,0,N/A,N/A,10 Sq. Feet,11 Feet ,"Lagankhel, Lagankhel, Lalitpur"
Lalitpur,1250000,0,0,N/A,N/A,0-4-1-0 Aana,20 Feet ,"Jagate, Lubhu, Lalitpur"
Kathmandu,70000000,5,7,2,N/A,0-12-0-0 Aana,14 Feet ,"Pragati Tole, Dhumbarahi, Kathmandu"
Itahari,1250000,0,0,N/A,N/A,10 Dhur,20 Feet ,"Nearby Sangeet Chowk, Birtamod Road, Itahari"
Kathmandu,39500000,5,6,3,2074,0-5-3-0 Aana,20 Feet ,"Prakritik Chowk, Banasthali, Kathmandu"
Kathmandu,1450000,0,0,N/A,N/A,10-0-0-0 Ropani,6 Meter ,"Khahare chowk dahachowk, Dahachowk, khahare, Kathmandu"
Kathmandu,18000000,2,1,1,N/A,5-1 Aana,12 Feet ,"Guheshwori, Chabahil, Kathmandu"
Lalitpur,4300000,0,0,0,N/A,0-6-3-0 Sq. Feet,26 Feet ,"Shovahiti, Mahalaxmisthan, Lalitpur"
Kathmandu,22000000,3,4,3,2018,3 Aana,14 Feet,"25 Gha, Sitapaila, Kathmandu"
Biratnagar,30000,0,0,N/A,N/A,1-0-0-0 Ropani,0 Feet,"ddc chowk, DDC Chowk, Biratnagar"
Kathmandu,110000,0,6,3,N/A,6 Aana,22 Feet ,"Malpot office Manamaiju, Tarkeshwor, Kathmandu"
Lalitpur,40000,2,1,12,N/A,683 Sq. Feet,0 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Kathmandu,5500000,0,0,N/A,N/A,0-9-0-0 Aana,16 Feet ,"Infront Of Himani Trust, Baluwatar, Kathmandu"
Kathmandu,62500000,5,6,2,2019,0-6.5-0-0 Aana,15 Feet ,"Maharajgunj, Maharajgunj, Kathmandu"
Kathmandu,8500000,0,0,N/A,N/A,0-7-0-0 Aana,16 Feet ,"Near Star Venue Party Palace, Naxal, Kathmandu"
Kathmandu,32500000,0,0,N/A,N/A,2-0-2-0 Ropani,16 Feet ,"Ichangunarayan, Nagarjun, Kathmandu"
Kathmandu,47000000,18,6,N/A,N/A,6 Aana,13 Feet ,"Yatayat Office sukedhara, Sukedhara, Kathmandu"
Kathmandu,175000,0,0,4,N/A,1800 Sq. Feet,42 Feet ,"Russian Embassy Nepal, Baluwatar, Kathmandu"
Kathmandu,500000,0,0,1,N/A,250 Sq. Meter,20 Meter ,"Devkota Sadak, Anamnagar, Kathmandu"
Kathmandu,11000000,0,0,N/A,N/A,1-0-0-0 Aana,20 Feet ,"Gahana Pokhari Main Road, Naxal, Kathmandu"
Kathmandu,22500000,0,4,N/A,2009,0-3-0-0 Aana,12 Feet ,"Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu"
Kathmandu,11000000,0,0,N/A,N/A,1-10-0-0 Aana,40 Feet ,"Mid baneshwor Beside Venus Hospital, Mid Baneshwor, Kathmandu"
Kathmandu,13000000,0,0,N/A,N/A,1-15-0-0 Aana,50 Feet ,"Baluwatar Main Road, Baluwatar, Kathmandu"
Kathmandu,45000000,6,6,3,N/A,0-8-0-0 Aana,20 Feet ,"Sherchan Colony, Dhapasi, Dhapasi, Kathmandu"
Kathmandu,130000000,6,7,2,2017,1-10-0-0 Aana,20 Feet ,"Park Village, Budhanilkantha, Kathmandu"
Kathmandu,15000000,0,0,N/A,N/A,0-9-0-0 Aana,60 Feet ,"Lazimpat Main Road, Lazimpat, Kathmandu"
Kathmandu,7500000,0,0,N/A,N/A,0-9-1-0 Aana,45 Feet ,"Dhumbarahi Main Road, Dhumbarahi, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,0-6-2-0 Aana,12 Feet ,"Shayansha Height Near Ram Mandir, Dhapasi, Kathmandu"
Kathmandu,120000000,4,5,2,N/A,0-12-0-2 Aana,20 Feet ,"Mid Baneshwor Near Venus Hospital, Mid Baneshwor, Kathmandu"
Kathmandu,100000,2,2,9,N/A,1371 Sq. Feet,0 Feet,"Bishal Nagar, Bishal Nagar, Kathmandu"
Lalitpur,45000,3,3,3,2076,0-2-2-0 Aana,16 Feet ,"Balfal Bhelpa., Gwarko, Lalitpur"
Kathmandu,350000,0,0,8,N/A,2200 Sq. Feet,30 Meter ,"New Baneshwor Chowk, Baneshwor, Kathmandu"
Kathmandu,22000000,6,5,3,2016,5 Aana,14 Feet ,"Payutar, Kapan, Kathmandu"
Lalitpur,17000000,3,2,2,2019,0-4-0-0 Aana,13 Feet ,"Tikathali, Tikathali, Lalitpur"
Kathmandu,550000,24,0,4,2076,48 Aana,22 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,30000000,10,8,4,2068,4 Aana,30 Feet ,"Golfutar, Budhanilkantha, Kathmandu"
Kathmandu,7000000,0,0,N/A,N/A,3 Aana,10 Feet ,"Vadigoth, Kavresthali, Kathmandu"
Lalitpur,19000000,4,4,3,2075,0-4-0-1 Aana,13 Feet ,"Wasa hiti, Thaiba, Lalitpur"
Lalitpur,18000000,0,4,4,2016,11 Dhur,0 Feet,"timalshina chowk, Imadol, Lalitpur"
Parsa,1550000,0,0,0,N/A,45 Dhur,66 Feet ,"Birganj Inner Bypass Rd, Birgunj, Parsa"
Kathmandu,12000000,1,1,1,2076,0-2-2-3 Aana,10 Feet ,"Kavresthali, Tarakeshwar, Kathmandu"
Kathmandu,122500000,23,10,N/A,N/A,0-2-2-0 Aana,15 Feet ,"New Road, Newroad, Kathmandu"
Kathmandu,55000,4,4,N/A,N/A,2100 Sq. Feet,15 Feet ,"Boudha - Jorpati Road, Boudha, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,0-3-2-0 Aana,12 Feet ,"Thali, Thali, Kathmandu"
Kathmandu,1300000,0,0,N/A,N/A,4 Aana,4 Feet ,"Thali, Thali, Kathmandu"
Kavre,815000,0,0,N/A,N/A,10.3 Aana,20 Feet ,"Karuna Marg, Banepa, Kavre"
Kathmandu,1350000,0,0,N/A,N/A,6 Aana,12 Feet ,"Thali, Thali, Kathmandu"
Kathmandu,80000,6,2,3,2062,0-5-3-0 Ropani,20 Feet ,"New Baneshwor, Minbhawan, Kathmandu"
Kathmandu,20000000,0,0,N/A,N/A,4 Aana,15 Feet,"Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu"
Lalitpur,17000000,8,3,N/A,N/A,0-3-0-0 Aana,13 Feet ,"Tikathali-1, Tikathali, Lalitpur"
Kathmandu,17000000,0,0,N/A,N/A,0-3-0-0 Aana,10 Feet ,"lolang hariyali basti, Tarkeshwor, Kathmandu"
Kathmandu,8500000,4,0,N/A,N/A,2.5 Aana,10 Feet,"Lolang, Tarkeshwor, Kathmandu"
Lalitpur,1100000,0,0,N/A,N/A,5 Aana,20 Feet ,"Badikhel, Godawari, Lalitpur"
Lalitpur,15500000,8,0,3,N/A,3 Aana,20 Feet ,"Harisiddhi, Harisiddhi, Lalitpur"
Kathmandu,2600000,0,0,N/A,N/A,0-7-0-0 Aana,20 Feet ,"Naikap Naya Bhanjyang, Naikap, Kathmandu"
Pokhara,60000000,0,0,N/A,N/A,3-0-0-03 Aana,20 Feet ,"Pumdikot, Pokhara, Pokhara"
Kathmandu,24000,0,3,2,2052,13 Aana,0 Meter ,"338/6, Koteshwor, Kathmandu"
Itahari,230000,0,0,N/A,N/A,16 Dhur,0 Feet,"Rajbiraj saptari, Birtamod Road, Itahari"
Bhaktapur,1200000,0,0,0,N/A,39 Aana,20 Feet ,"sanga fun park, Suryabinayak, Bhaktapur"
Kathmandu,5600000,0,0,N/A,N/A,5 Aana,15 Feet ,"Gairigaon, Tinkune, Kathmandu"
Kathmandu,44000000,5,6,3,2076,4 Aana,15 Feet ,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,100000000,6,6,3,2071,20 Aana,20 Feet ,"Near by Deubaniwas, Budhanilkantha, Kathmandu"
Kathmandu,96000000,5,7,3,2074,18 Aana,20 Feet ,"Near by Deubaniwas, Budhanilkantha, Kathmandu"
Kathmandu,28500000,6,6,3,2076,4.5 Aana,20 Feet ,"Bhangal, Bhangal, Kathmandu"
Kathmandu,22500000,0,0,N/A,N/A,4 Aana,16 Feet ,"Birendra Chowk, Kadaghari, Kathmandu"
Kathmandu,41000000,17,10,N/A,N/A,8.1 Aana,15 Feet ,"Swayambhu, Swayambhu, Kathmandu"
Kathmandu,30000000,11,0,4,2001,5 ana Aana,13 Feet ,"Near Ranibari, Samakhusi, Kathmandu"
Lalitpur,2500000,0,0,N/A,N/A,0-5-0-0 Aana,0 Feet,"Chunikhel, Bhaisepati, Lalitpur"
Kathmandu,1200000,0,0,N/A,N/A,1850 Sq. Feet,40 Feet ,"Kanti Path, Jamal, Kathmandu"
Kathmandu,170000,3,4,7,N/A,2100 Sq. Feet,20 Feet ,"Bhatbhateni Apartments, Naxal, Kathmandu"
Kathmandu,65000000,5,6,3,2076,6.5 Aana,15 Feet ,"Maharajgunj, Maharajgunj, Kathmandu"
Lalitpur,95000,4,2,4,N/A,8 Aana,0 Feet ,"84/10 Kupondole, Kupondole, Lalitpur"
Kathmandu,2300000,0,0,N/A,N/A,3 -4 Pieces Aana,13 Feet ,"Khadka Gau , 1.5 km from LRI, Kalanki, Kathmandu"
Bhaktapur,12000,2,1,N/A,N/A,900 Sq. Feet,15 Feet ,"Sirutar, Balkot, Bhaktapur"
Kathmandu,115000000,4,4,3,2009,18 Aana,13 Feet ,"Basnsbari Road, Basbari, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,0-5-0-0 Aana,0 Feet,"Pepsicola , Near Sunrise Bank, Pepsicola, Kathmandu"
Kathmandu,1400000,0,0,N/A,N/A,0-4-0-0 Aana,0 Feet,"Dharmasthali, Tarakeshwar, Kathmandu"
Chitwan,2500000,0,0,N/A,N/A,13 Kattha,6 Meter ,"Khairahani Nagarpalika, Ward No 6, Chitwan, Khairahani, Chitwan"
Lalitpur,3500000,0,0,N/A,N/A,0-4-0-0 Aana,20 Feet ,"Gokul Awash Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,1000000,0,0,N/A,N/A,1-0-0-0 Ropani,32 Feet ,"machchhegaun, Naya Bazar, Kathmandu"
Lalitpur,2300000,0,0,N/A,N/A,0-5-0-0 Aana,13 Feet ,"Hattiban, Hattiban, Lalitpur"
Pokhara,230000,0,0,N/A,N/A,0-8-0-0 Aana,32 Feet ,"Lake Side, Lekhnath, Pokhara"
Kathmandu,2100000,0,0,N/A,N/A,0-4-0-0 Aana,16 Feet ,"Bhatkepati, Kirtipur, Kathmandu"
Kathmandu,35000000,6,4,3,N/A,0-6-2-0 Aana,32 Feet ,"Bhagawati Temple, Dhapasi, Kathmandu"
Kathmandu,140000000,7,4,N/A,N/A,1-7-0-0 Aana,26 Feet ,"Nursery Chowk, Dhungedhara, Kathmandu"
Bhaktapur,7500000,0,0,N/A,N/A,0-3-0-0 Aana,13 Feet ,"Duwakot, Duwakot, Bhaktapur"
Kathmandu,9500000,0,0,N/A,N/A,0-2-3-0 Aana,10 Feet ,"Purano Naikap, Naikap, Kathmandu"
Kathmandu,20000000,0,0,N/A,N/A,0-3-1-0 Aana,13 Feet ,"Bhangal, Bhangal, Kathmandu"
Kathmandu,18000000,0,0,N/A,N/A,3 Aana,16 Feet ,"Hattigauda, Hattigauda, Kathmandu"
Pokhara,12000000,0,0,N/A,N/A,17*45 Haat,30 Feet ,"Pokhara Gumba Fade, Lekhnath, Pokhara"
Kathmandu,160000,0,4,6,2011,2400 Sq. Feet,0 Feet,"Khichapokhari, Newroad, Kathmandu"
Kathmandu,35000000,0,0,N/A,N/A,7 Aana,15 Feet ,"Hattigauda, Hattigauda, Kathmandu"
Dharan,25000,0,0,N/A,N/A,2200 Sq. Feet,13 Feet ,"British Gurkha Memorial camp, Dharan, Dharan"
